0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.38203496,1.1641293,0.39922124,-1.4591585,-0.01724407,-0.41478345,-0.82846874,-0.5408077,-0.60895014,-1.4052967,-0.08280441,-0.9594492,-1.1490687,-0.9950987,-1.1914866,0.11126255,-1.599564,-0.73337233,-0.90948695,0.22706306,0.1624188,-0.29638478
-0.13089919,1.1705313,0.76133627,-1.4048026,0.6785227,-0.4219409,-1.2314982,-1.1855696,-0.4625553,-1.0078799,-0.23455729,-0.44943342,-0.8117615,-0.66207623,-0.58112603,-0.4957441,-1.217353,-0.2515025,-0.5828001,0.27003083,0.058956355,0.048334904
0.3530711,0.66244864,0.2774343,-0.8008454,-0.022287812,-0.6925743,-0.20045432,-0.5878404,0.19024745,-1.2618186,0.088085264,-0.37500426,-0.7625203,-0.9391521,-0.31682575,-0.25944963,-0.83915854,-0.5917572,-0.45934576,0.08320288,-0.14079052,-0.103500314
0.06518182,0.96163285,0.32259703,-1.0544963,0.06663453,0.02792534,-0.45905408,-0.63133293,-0.11611679,-0.6476233,-0.14773941,-0.42218065,-0.58415747,-0.42851567,-0.5072766,0.028587967,-1.0960406,-0.5396389,-0.46325538,-0.0615028,0.31636584,0.0016187057
0.2333911,0.8956593,0.9457436,-1.6207337,-0.23503575,-0.49219212,-1.3385341,-0.87764686,-0.68299204,-1.1852016,-0.37253487,-0.21990143,-0.8632562,-1.0446812,-0.33735758,0.22241469,-1.2507447,-0.60138166,-0.78599674,-0.15345168,-0.021670394,-0.60340875
0.47418982,0.8989382,0.21107373,-1.0734159,0.019911312,-0.7624443,-0.49663284,-0.599283,0.26967022,-1.5060587,-0.028878188,-0.48024842,-1.01496,-1.2664738,-0.4446886,-0.18168187,-0.99838257,-0.8387182,-0.58438504,-0.078436926,-0.3820173,0.06947439
-0.367269,1.7789671,1.2839093,-2.4538915,0.47701392,-0.37341848,-1.9411056,-1.4149196,-0.48753142,-1.8210431,-0.46336856,-0.39281943,-1.5512561,-1.377749,-0.9263094,-0.43455583,-1.9543148,-1.0932168,-0.60486585,-0.104154594,0.17150536,-0.7332709
-0.2610348,0.8096162,0.34339547,-0.7417996,0.2250986,-0.28176495,-0.6651528,-0.76955277,-0.11636979,-0.86196554,-0.04057194,-0.30509102,-0.36490345,-0.7423295,-0.4279873,-0.21409628,-0.7983748,-0.5763487,-0.27137247,-0.11389546,0.06480662,-0.026885353
0.6342292,1.0522532,0.5158855,-1.2245196,-0.104203045,-0.44337216,-0.60047716,-0.87904775,-0.53267115,-0.72332203,-0.42994744,-0.26409125,-0.58816177,-1.1412498,-0.0480846,0.30036232,-0.9155499,-0.5072876,-0.57128316,-0.06519585,-0.23764837,-0.10073947
0.3439437,1.0810761,0.80215925,-1.6370394,-0.06891911,-0.49643287,-0.9884143,-0.6618969,-0.43039036,-0.952736,-0.5368837,-0.522651,-1.1017374,-1.1167408,-0.7834643,0.26691654,-1.4425708,-0.75652045,-0.6090999,-0.13809851,0.024853818,-0.24769032
0.3150392,0.72549045,0.65211487,-1.1069926,-0.06691757,-0.59157157,-0.3743042,-0.4711607,-0.11940132,-1.2067655,-0.27258947,-0.34581947,-0.76984435,-0.793177,-0.6101632,0.07613225,-1.0360749,-0.5665298,-0.39431712,-0.008733764,0.010412402,-0.21840689
0.84037423,1.5216923,0.30946553,-1.5681342,0.23507383,-0.77311975,-0.6181361,-0.9115015,0.023380335,-1.822882,-0.05870681,-0.7032983,-1.2484212,-1.2799462,-0.8450779,-0.5761593,-1.7903575,-1.1071895,-0.7731882,0.29334977,0.03952378,0.124101214
0.5149302,1.7464395,1.2726333,-2.5689847,0.17323145,-0.5317895,-1.777381,-0.88630974,-1.0994658,-1.4906805,-0.9025736,-0.39640445,-1.9322419,-1.6388178,-0.85249317,0.22322536,-2.633077,-1.0878707,-0.5473907,0.13758947,-0.044574685,-0.69406533
0.053410206,0.42646796,0.11013837,-0.42108673,0.057145584,-0.0764126,-0.21260145,-0.35251397,0.08783887,-0.51866233,-0.06004669,-0.14937964,-0.055708043,-0.39454496,-0.2905073,0.028106011,-0.43418184,-0.4472994,-0.1612154,-0.10624758,0.17263317,0.1771887
0.15061134,0.82466227,0.53516847,-1.1039441,0.10184693,0.057330564,-0.8751146,-0.54579693,-0.52041686,-0.35224456,-0.5008509,-0.10815872,-0.52733713,-0.48283103,-0.07360465,0.028974257,-1.0426002,-0.27415192,-0.24704939,0.020361038,0.30425337,-0.21988696
0.3817336,0.8888709,0.14152315,-1.0399406,0.11299918,-0.46087423,-0.30802497,-0.75811875,-0.26110688,-1.0867879,-0.09717267,-0.41221738,-0.64107776,-0.7786404,-0.46753895,-0.32864606,-0.8638425,-0.5930876,-0.6806773,0.24079785,-0.044041105,0.10574188
0.3743805,1.5204273,0.88030165,-2.1023479,-0.050730575,-0.86532944,-1.3038595,-0.753529,-1.0586071,-1.691623,-0.7859859,-0.4293111,-1.668231,-1.6212984,-1.0692811,0.11854333,-2.350867,-1.0394905,-0.86600333,0.017003806,-0.14355823,-0.79333866
-0.20864889,0.4935882,0.54533994,-0.90521795,0.10620842,-0.28221405,-0.70876503,-0.6391728,-0.07220428,-0.84623075,-0.05054151,-0.21802507,-0.39145452,-0.5813296,-0.20647888,-0.23416969,-0.45594797,-0.2866444,-0.46773618,-0.071267046,0.033122018,-0.10821476
-0.2285206,1.2230151,0.5249963,-1.245871,0.40543622,-0.47629967,-0.8596744,-1.0849634,0.17695448,-1.3317757,-0.020151414,-0.2504034,-0.7350464,-0.8678074,-0.610315,-0.66930175,-0.9508501,-0.5765526,-0.42716667,0.041880794,0.34695992,-0.071987696
0.036339495,0.7329146,0.33198738,-0.88413525,0.19893374,-0.15206692,-0.5281559,-0.4830438,-0.039903514,-0.60916877,-0.20960703,-0.12163891,-0.32866725,-0.6089587,-0.29075837,-0.11875478,-0.6096244,-0.34518316,-0.34307995,-0.26930252,0.38081664,-0.16902596
0.88806176,1.6163334,0.45188892,-1.7965466,-0.3707155,-0.72407824,-0.8321485,-0.81201714,-0.2390083,-1.5298321,-0.14582264,-0.75618625,-1.3405951,-1.2777785,-0.49495095,-0.3434808,-1.8105104,-1.0328982,-0.9485416,0.12927769,0.23190722,-0.5064392
0.31618428,0.86535794,0.6101511,-1.4736518,0.13340169,-0.62805206,-1.0674515,-0.6805045,-0.155088,-1.3022757,-0.30094215,-0.5847608,-1.0632862,-0.98425615,-0.7360985,0.17972445,-1.3726147,-0.697975,-0.81526273,-0.26130033,-0.07295861,-0.24438834
-0.1038381,0.85527426,0.37711167,-1.0280784,0.35692042,-0.10258226,-0.619869,-0.52821946,-0.004213924,-0.690876,-0.13384084,-0.28993404,-0.3774922,-0.58613265,-0.47836006,-0.22521746,-0.9069625,-0.26333022,-0.38327894,-0.2042172,0.37005925,0.0054823384
0.43204656,0.9978129,0.22456191,-1.1591191,0.16322452,-0.6799635,-0.40182924,-0.6620156,-0.011876501,-1.4821594,-0.08379744,-0.5312631,-0.94497025,-0.9980644,-0.7559925,-0.3216244,-1.3491858,-0.92649174,-0.5633457,0.008212084,-0.042329706,-0.038395084
0.3267558,0.8178746,0.48590916,-1.011357,-0.10806961,-0.11200003,-0.49276534,-0.58504254,-0.12892018,-0.6691009,-0.21149543,-0.6109483,-0.74436826,-0.45977727,-0.76204205,0.32601047,-0.89410746,-0.47636062,-0.59925306,-0.15025355,0.22898513,0.034430236
0.962956,1.8368124,1.0792959,-2.5156972,0.15708126,-0.67566603,-1.3998997,-1.123423,-0.850192,-1.8324369,-0.7865672,-0.9398019,-1.8793724,-1.2054027,-1.199649,0.34510702,-2.69966,-1.1063281,-1.0940363,0.12098681,-0.08348552,-0.2617309
-0.09371947,0.6352731,0.26534402,-0.85053355,-0.025961153,-0.16101521,-0.5692484,-0.524157,-0.23301356,-0.8172989,-0.1714885,-0.28641868,-0.46269497,-0.6523512,-0.58526033,0.00974872,-0.6835432,-0.269275,-0.40363058,0.11767391,0.3002369,0.030158423
0.1059713,0.7602006,0.2185462,-1.0017622,0.0385246,-0.06393197,-0.4787719,-0.56759447,-0.48932195,-0.6865188,-0.11092605,-0.35112435,-0.3759563,-0.5069058,-0.37690458,-0.023325942,-0.84716487,-0.2747599,-0.5415327,0.04725536,0.39292943,-0.09044448
-0.23372722,0.6471268,0.23961519,-0.7265288,0.2572328,-0.09552358,-0.3653842,-0.49310952,-0.056305483,-0.6710657,0.0808277,-0.18478581,-0.12347225,-0.5334355,-0.37477434,-0.20415738,-0.49253082,-0.14588477,-0.29465285,0.14811596,0.35040095,0.22548911
0.31600225,0.64022696,0.44340968,-0.6392463,-0.04445693,-0.20165916,-0.15774733,-0.37939858,-0.15973641,-0.79744947,-0.18911657,-0.34565333,-0.53121763,-0.29122278,-0.5843537,0.029501915,-0.8873781,-0.38191456,-0.34374055,0.01660913,0.357431,-0.14464366
0.5364872,1.595448,1.1033446,-2.4349241,0.26931915,-0.5897422,-1.5187478,-1.1918783,-0.6947077,-1.6263599,-0.5320187,-0.6837501,-1.800469,-0.97017133,-1.1382813,0.071293,-2.4409726,-0.72075593,-0.8284953,0.23808792,-0.10412618,-0.41523886
0.27510282,0.81987834,0.06704318,-0.78549737,0.30376798,-0.07443158,-0.60166365,-0.5158232,-0.10091836,-0.5338446,-0.27964228,-0.2380595,-0.46422222,-0.6051452,-0.25681382,-0.08792242,-0.8457471,-0.56117785,-0.17010443,-0.1607327,0.086534016,0.1519039
0.87320405,1.8223323,0.9407711,-2.550745,-0.080567576,-1.0461429,-1.396409,-0.9608137,-0.40547737,-2.2229972,-0.45331982,-0.73495555,-2.0206878,-1.672656,-1.0567591,-0.38181502,-2.7006743,-1.1332843,-1.1649103,0.27345407,-0.055421196,-0.680039
0.12008796,1.4621849,0.3273906,-1.5134203,0.41165987,-0.22104526,-0.68824804,-0.92660916,-0.072022624,-1.2740718,-0.21752216,-0.32844907,-0.8684677,-0.87494195,-0.70389605,-0.5239447,-1.5200816,-0.92511904,-0.4800637,0.050358206,0.35865456,-0.04483641
0.18694249,0.93115884,0.30091298,-1.0857549,-0.09093599,-1.193841,-0.25111312,-0.73593265,0.023525419,-1.8360734,-0.12835889,-0.59329677,-0.886155,-1.1060414,-0.86538124,-0.4289863,-1.4477683,-1.1162618,-0.6733456,-0.027664332,-0.2188063,-0.34994256
-0.014586639,1.1410244,0.06533598,-1.1005348,0.2588176,-0.2664792,-0.51111233,-0.8606942,0.09084087,-1.4455373,0.17680702,-0.75399023,-0.7761601,-0.9200175,-0.65449154,-0.7261177,-1.1289244,-0.91628313,-0.5621431,0.27130184,0.08247249,0.28177893
-0.34250656,0.8523704,0.32088298,-0.6929175,0.19857085,-0.034016363,-0.31356093,-0.61923033,-0.17573987,-0.60188997,-0.09369429,-0.14289695,-0.080817066,-0.6022167,-0.41817173,-0.19532245,-0.38501737,-0.24546605,-0.33467796,0.022127869,0.38810194,0.10970902
0.107960336,0.611221,0.07648456,-0.8573516,-0.08174567,0.074816495,-0.38191673,-0.43091983,0.042499498,-0.3247506,-0.2384315,-0.50659,-0.36859035,-0.26954767,-0.70850945,0.30166426,-0.77409947,-0.40767035,-0.5674789,-0.4061099,0.23230568,0.0406363
-0.25466415,0.90535676,0.86223346,-1.5397801,0.24634515,-0.20055994,-1.3132735,-0.7694531,-0.36200294,-0.96846247,-0.259009,-0.3068625,-0.70455205,-0.8189659,-0.39103383,-0.18389603,-0.9924183,-0.5560663,-0.5067075,-0.15040766,0.27276653,-0.25338283
-0.051169652,0.54181457,0.2297855,-0.88524276,-0.14519677,-0.61654437,-0.3793082,-0.6475194,-0.3283581,-1.1550988,-0.1984006,-0.32615227,-0.5667575,-0.8469782,-0.42794847,0.055172123,-0.6549103,-0.5118296,-0.62916225,0.06679017,-0.2120738,-0.20265609
0.33422056,1.2898068,0.9605091,-1.746748,0.2740126,-0.64665806,-1.8445534,-1.1378471,-1.0658462,-1.348988,-0.67110354,-0.25013766,-1.5327737,-1.4179934,-0.84759086,0.26910046,-1.976485,-0.7853008,-0.5940612,0.023326794,-0.33767545,-0.40746883
0.32234275,1.6150936,0.78823626,-2.082745,0.16804302,-1.1995263,-1.3916751,-1.4556968,-0.07959404,-2.2413704,0.040919255,-1.0577161,-1.5820305,-1.3403627,-1.0730807,-0.77725327,-2.0275152,-1.2156126,-1.0386074,0.30396077,-0.22572261,-0.43965042
0.1701146,0.6591154,-0.05626771,-0.5012957,0.042545315,-0.33363986,0.0916872,-0.36074752,-0.11124111,-0.69974387,-0.096228525,-0.3160913,-0.37345725,-0.5690705,-0.48134407,-0.09327657,-0.76542807,-0.4521408,-0.22016627,-0.13738187,0.30778986,-0.15759733
0.6821981,2.0828846,1.6201379,-3.0714035,0.12451326,-0.6011534,-2.4743347,-1.3562615,-0.8886878,-1.5919262,-0.6807133,-0.8773846,-2.1142354,-1.5048718,-0.962595,0.45188317,-2.8445365,-1.0341862,-1.1146996,-0.06986875,0.021549687,-0.65897787
1.1930612,2.359343,0.91417575,-2.522163,0.0684415,-0.6705211,-1.469547,-1.2556412,-0.80558544,-1.7248266,-0.6193192,-0.89449406,-1.9773576,-1.3845273,-1.0799453,0.07301175,-2.808668,-1.4725767,-1.1010342,-0.057546936,-0.00911101,-0.6974818
